,Player,Year,PTS,AST,MVP Votes
8039,Zaza Pachulia,2005,6.2,0.8,0.0
8040,Zendon Hamilton,2005,3.2,0.4,0.0
8041,Anthony Goldwire,2006,0.7,0.7,0.0
8042,Boniface N'Dong,2006,2.2,0.3,0.0
8043,Chris Kaman,2006,11.9,1.0,0.0
8020,Jerry Stackhouse,2003,21.5,4.5,0.0
8018,Jahidi White,2003,4.2,0.1,0.0
7993,Priest Lauderdale,1998,3.7,0.5,0.0
8017,Etan Thomas,2003,4.8,0.1,0.0
7994,Tony Battie,1998,8.4,0.9,0.0
7995,Anthony Goldwire,2001,4.1,1.7,0.0
7996,Antonio McDyess,2001,20.8,2.1,0.0
7997,Calbert Cheaney,2001,2.3,1.0,0.0
7998,Dan McClintock,2001,3.0,0.2,0.0
7999,Garth Joseph,2001,0.5,0.3,0.0
8000,George McCloud,2001,9.6,3.7,0.0
8001,James Posey,2001,8.1,2.0,0.0
8002,Kevin Willis,2001,9.3,0.6,0.0
8003,Nick Van Exel,2001,17.7,8.5,0.0
8004,Raef LaFrentz,2001,12.9,1.4,0.0
8005,Robert Pack,2001,6.5,4.0,0.0
8006,Ryan Bowen,2001,3.4,0.5,0.0
8007,Tariq Abdul-Wahad,2001,3.8,0.8,0.0
8008,Terry Davis,2001,1.7,0.4,0.0
8009,Voshon Lenard,2001,12.2,2.4,0.0
8010,Anthony Goldwire,2003,1.7,0.3,0.0
8011,Bobby Simmons,2003,3.3,0.6,0.0
8012,Brendan Haywood,2003,6.2,0.4,0.0
8013,Brian Cardinal,2003,0.8,0.2,0.0
8014,Bryon Russell,2003,4.5,1.0,0.0
8015,Charles Oakley,2003,1.8,1.0,0.0
8016,Christian Laettner,2003,8.3,3.1,0.0
7939,Kenny Gattison,1992,12.7,1.6,0.0
7938,Kendall Gill,1992,20.5,4.2,0.0
7937,Johnny Newman,1992,15.3,2.7,0.0
7857,Jerome Lane,1991,7.5,2.0,0.0
7859,Joe Wolf,1991,7.3,1.4,0.0
7860,Kenny Battle,1991,6.1,1.1,0.0
7861,Mahmoud Abdul-Rauf,1991,14.1,3.1,0.0
7862,Marcus Liberty,1991,6.7,0.8,0.0
7863,Michael Adams,1991,26.5,10.5,0.0
7864,Orlando Woolridge,1991,25.1,2.2,0.0
7865,Reggie Williams,1991,13.6,1.8,0.0
7866,T.R. Dunn,1991,3.1,1.4,0.0
7867,Tim Legler,1991,5.8,1.2,0.0
7868,Todd Lichti,1991,14.0,2.5,0.0
7869,Anthony Cook,1992,1.5,0.1,0.0
7870,Dikembe Mutombo,1992,16.6,2.2,0.0
7871,Greg Anderson,1992,11.5,1.0,0.0
7872,Joe Wolf,1992,3.8,0.9,0.0
7873,Kevin Brooks,1992,2.8,0.3,0.0
7874,Mahmoud Abdul-Rauf,1992,10.3,2.4,0.0
7875,Marcus Liberty,1992,9.3,0.8,0.0
7876,Mark Macon,1992,10.6,2.2,0.0
7877,Reggie Williams,1992,18.2,2.9,0.0
7878,Scott Hastings,1992,1.5,0.7,0.0
7879,Steve Scheffler,1992,1.9,0.0,0.0
7880,Todd Lichti,1992,6.6,1.1,0.0
7881,Walter Davis,1992,9.9,1.5,0.0
7858,Jim Farmer,1991,9.4,1.4,0.0
7856,Greg Anderson,1991,4.3,0.2,0.0
7936,J.R. Reid,1992,11.0,1.6,0.0
7855,Craig Neal,1991,4.4,3.7,0.0
7830,J.R. Smith,2009,15.2,2.8,0.0
7831,Jason Hart,2009,2.0,1.2,0.0
7832,Johan Petro,2009,3.3,0.3,0.0
7833,Kenyon Martin,2009,11.7,2.0,0.0
7834,Linas Kleiza,2009,9.9,0.8,0.0
7835,Nenê,2009,14.6,1.4,0.0
7836,Renaldo Balkman,2009,5.0,0.6,0.0
7837,Sonny Weems,2009,1.6,0.3,0.0
7838,Anthony Carter,2010,3.3,3.0,0.0
7839,Arron Afflalo,2010,8.8,1.7,0.0
7842,Chris Andersen,2010,5.9,0.4,0.0
7843,J.R. Smith,2010,15.4,2.4,0.0
7844,Joey Graham,2010,4.2,0.3,0.0
7845,Johan Petro,2010,3.4,0.4,0.0
7846,Kenyon Martin,2010,11.5,1.9,0.0
7847,Malik Allen,2010,2.1,0.3,0.0
7848,Nenê,2010,13.8,2.5,0.0
7849,Renaldo Balkman,2010,1.1,0.5,0.0
7850,Ty Lawson,2010,8.3,3.1,0.0
7851,Anthony Cook,1991,5.3,0.4,0.0
7852,Anthony Mason,1991,3.3,0.0,0.0
7853,Blair Rasmussen,1991,12.5,1.0,0.0
7854,Corey Gaines,1991,8.3,9.1,0.0
7882,Winston Garland,1992,10.8,5.3,0.0
7883,Anthony Cook,1994,2.5,0.2,0.0
7884,Blue Edwards,1994,11.6,2.1,0.0
7885,Brad Lohaus,1994,4.0,0.9,0.0
7913,Tony Allen,2018,4.7,0.4,0.0
7914,Walt Lemon Jr.,2018,3.4,1.0,0.0
7915,Anthony Edwards,2021,19.3,2.9,0.0
7916,Ashton Hagans,2021,0.0,0.0,0.0
7917,D'Angelo Russell,2021,19.0,5.8,0.0
7918,Ed Davis,2021,2.1,0.9,0.0
7919,Jaden McDaniels,2021,6.8,1.1,0.0
7920,Jake Layman,2021,5.1,0.6,0.0
7921,Jarred Vanderbilt,2021,5.4,1.2,0.0
7922,Jarrett Culver,2021,5.3,0.7,0.0
7923,Jaylen Nowell,2021,9.0,1.5,0.0
7924,Jordan McLaughlin,2021,5.0,3.8,0.0
7925,Josh Okogie,2021,5.4,1.1,0.0
7926,Juancho Hernangómez,2021,7.2,0.7,0.0
7927,Karl-Anthony Towns,2021,24.8,4.5,0.0
7928,Malik Beasley,2021,19.6,2.4,0.0
7929,Naz Reid,2021,11.2,1.0,0.0
7930,Ricky Rubio,2021,8.6,6.4,0.0
7931,Anthony Frederick,1992,5.9,1.1,0.0
7932,Cedric Hunter,1992,0.0,0.0,0.0
7933,Dell Curry,1992,15.7,2.3,0.0
7934,Elliot Perry,1992,2.5,1.6,0.0
7935,Eric Leckner,1992,3.3,0.5,0.0
7912,Solomon Hill,2018,2.4,1.8,0.0
7911,Rajon Rondo,2018,8.3,8.2,0.0
7910,Nikola Mirotić,2018,15.6,1.5,0.0
7897,Charles Cooke,2018,0.5,0.1,0.0
7886,Derek Strong,1994,6.6,0.7,0.0
7887,Eric Murdock,1994,15.3,6.7,0.0
7888,Greg Foster,1994,3.3,0.0,0.0
7889,Joe Courtney,1994,3.2,0.3,0.0
7890,Jon Barry,1994,6.2,2.3,0.0
7891,Ken Norman,1994,11.9,2.7,0.0
7892,Lee Mayberry,1994,5.3,2.6,0.0
7893,Mike Gminski,1994,3.0,0.4,0.0
7894,Todd Day,1994,12.7,1.8,0.0
7895,Vin Baker,1994,13.5,2.0,0.0
7898,Cheick Diallo,2018,4.9,0.4,0.0
7909,Mike James,2018,9.3,3.5,0.0
7899,Darius Miller,2018,7.8,1.4,0.0
7900,DeAndre Liggins,2018,1.7,0.8,0.0
7901,DeMarcus Cousins,2018,25.2,5.4,0.0
7902,E'Twaun Moore,2018,12.5,2.3,0.0
7903,Emeka Okafor,2018,4.4,0.3,0.0
7904,Ian Clark,2018,7.4,1.5,0.0
7905,Jordan Crawford,2018,6.6,2.6,0.0
7906,Josh Smith,2018,0.7,0.0,0.0
7907,Jrue Holiday,2018,19.0,6.0,0.0
7908,Larry Drew II,2018,1.7,1.0,0.0
7607,Dan O'Sullivan,1993,1.5,0.2,0.0
7605,Blue Edwards,1993,16.9,2.6,0.0
8939,Antonio Daniels,2005,11.2,4.1,0.0
7291,Carl Landry,2010,16.8,0.8,0.0
7293,Dominic McGuire,2010,0.7,0.2,0.0
7294,Donté Greene,2010,8.5,0.9,0.0
7295,Francisco García,2010,8.1,1.8,0.0
7296,Ime Udoka,2010,3.6,0.8,0.0
7297,Jason Thompson,2010,12.5,1.7,0.0
7298,Joey Dorsey,2010,1.5,0.1,0.0
7299,Jon Brockman,2010,2.8,0.4,0.0
7300,Kenny Thomas,2010,1.6,0.6,0.0
7301,Omri Casspi,2010,10.3,1.2,0.0
7302,Sean May,2010,3.3,0.5,0.0
7303,Spencer Hawes,2010,10.0,2.2,0.0
7304,Tyreke Evans,2010,20.1,5.8,0.0
7305,Andy Toolson,1991,2.9,0.7,0.0
7306,Blue Edwards,1991,9.3,1.7,0.0
7307,Chris Munk,1991,1.2,0.1,0.0
7308,Dan O'Sullivan,1991,1.0,0.2,0.0
7309,Darrell Griffith,1991,5.7,0.5,0.0
7310,Delaney Rudd,1991,4.0,2.6,0.0
7311,Jeff Malone,1991,18.6,2.1,0.0
7314,Mark Eaton,1991,5.1,0.6,0.0
7315,Mike Brown,1991,4.8,0.6,0.0
7316,Pat Cummings,1991,3.8,0.0,0.0
7317,Thurl Bailey,1991,12.4,1.5,0.0
7292,Desmond Mason,2010,2.6,0.4,0.0
7290,Beno Udrih,2010,12.9,4.7,0.0
7319,Walter Palmer,1991,1.4,0.2,0.0
7289,Andrés Nocioni,2010,8.5,1.0,0.0
7266,Kirk Hinrich,2006,15.9,6.3,0.0
7267,Luke Schenscher,2006,1.8,0.4,0.0
7268,Luol Deng,2006,14.3,1.9,0.0
7269,Malik Allen,2006,4.9,0.4,0.0
7270,Mike Sweetney,2006,8.1,0.9,0.0
7271,Othella Harrington,2006,4.8,0.5,0.0
7272,Randy Holcomb,2006,0.5,0.0,0.0
7273,Randy Livingston,2006,0.0,0.2,0.0
7274,Tyson Chandler,2006,5.3,1.0,0.0
7275,Andrés Nocioni,2009,11.4,1.3,0.0
7276,Beno Udrih,2009,11.0,4.7,0.0
7277,Bobby Jackson,2009,7.5,2.0,0.0
7278,Calvin Booth,2009,2.0,0.0,0.0
7279,Cedric Simmons,2009,1.6,0.1,0.0
7280,Donté Greene,2009,3.8,0.5,0.0
7281,Francisco García,2009,12.7,2.3,0.0
7282,Ike Diogu,2009,4.1,0.1,0.0
7283,Jason Thompson,2009,11.1,1.1,0.0
7284,Kenny Thomas,2009,0.8,0.1,0.0
7285,Kevin Martin,2009,24.6,2.7,0.0
7286,Rashad McCants,2009,9.6,1.2,0.0
7287,Spencer Hawes,2009,11.4,1.9,0.0
7288,Will Solomon,2009,5.0,2.5,0.0
7318,Tony Brown,1991,2.8,0.5,0.0
7320,Anfernee Hardaway,1994,16.0,6.6,0.0
7264,James Thomas,2006,1.3,0.0,0.0
7351,Anthony Bonner,1996,3.3,1.0,0.0
7353,Brian Shaw,1996,6.6,4.5,0.0
7354,Brooks Thompson,1996,4.2,0.9,0.0
7355,Darrell Armstrong,1996,3.2,0.4,0.0
7356,David Vaughn,1996,1.9,0.2,0.0
7357,Dennis Scott,1996,17.5,3.0,0.0
7358,Donald Royal,1996,5.3,0.7,0.0
7359,Horace Grant,1996,13.4,2.7,0.0
7360,Jeff Turner,1996,3.6,0.5,0.0
7361,Joe Wolf,1996,4.5,1.0,0.0
7362,Jon Koncak,1996,3.0,0.8,0.0
7363,Nick Anderson,1996,14.7,3.6,0.0
7365,Anfernee Hardaway,1998,16.4,3.6,0.0
7366,Bo Outlaw,1998,9.5,2.6,0.0
7367,Danny Schayes,1998,5.5,0.6,0.0
7368,Darrell Armstrong,1998,9.2,4.9,0.0
7369,David Benoit,1998,5.5,0.3,0.0
7370,Derek Harper,1998,8.6,3.5,0.0
7371,Derek Strong,1998,12.7,0.9,0.0
7372,Gerald Wilkins,1998,5.3,1.1,0.0
7373,Horace Grant,1998,12.1,2.3,0.0
7374,Jason Lawson,1998,1.5,0.3,0.0
7375,Johnny Taylor,1998,3.2,0.1,0.0
7376,Kevin Edwards,1998,3.8,1.0,0.0
7352,Anthony Bowie,1996,4.2,1.4,0.0
7349,Tree Rollins,1995,1.2,0.2,0.0
7321,Anthony Avent,1994,5.3,0.9,0.0
7347,Nick Anderson,1995,15.8,4.1,0.0
7322,Anthony Bowie,1994,4.6,1.5,0.0
7323,Dennis Scott,1994,12.8,2.6,0.0
7324,Donald Royal,1994,7.4,0.8,0.0
7325,Geert Hammink,1994,2.0,1.0,0.0
7326,Greg Kite,1994,1.2,0.1,0.0
7327,Jeff Turner,1994,6.6,0.9,0.0
7328,Keith Tower,1994,0.7,0.1,0.0
7329,Larry Krystkowiak,1994,5.1,1.0,0.0
7330,Litterial Green,1994,2.5,0.3,0.0
7331,Nick Anderson,1994,15.8,3.6,0.0
7332,Scott Skiles,1994,9.9,6.1,0.0
7334,Tree Rollins,1994,1.7,0.2,0.0
7336,Anthony Avent,1995,3.6,0.6,0.0
7337,Anthony Bowie,1995,5.5,2.1,0.0
7338,Brian Shaw,1995,6.4,5.2,0.0
7339,Brooks Thompson,1995,3.1,1.1,0.0
7340,Darrell Armstrong,1995,3.3,1.0,0.0
7341,Dennis Scott,1995,12.9,2.1,0.0
7342,Donald Royal,1995,9.1,2.8,0.0
7343,Geert Hammink,1995,4.0,1.0,0.0
7344,Horace Grant,1995,12.8,2.3,0.0
7345,Jeff Turner,1995,4.1,0.8,0.0
7346,Keith Tower,1995,0.3,0.0,0.0
7265,Jannero Pargo,2006,4.8,1.6,0.0
7263,Eric Piatkowski,2006,2.0,0.4,0.0
7604,Anthony Pullard,1993,2.1,0.3,0.0
7183,Corey Maggette,2009,18.6,1.8,0.0
7185,Jamal Crawford,2009,19.7,4.4,0.0
7186,Jermareo Davidson,2009,3.0,0.1,0.0
7187,Kelenna Azubuike,2009,14.4,1.6,0.0
7188,Marco Belinelli,2009,8.9,2.1,0.0
7189,Monta Ellis,2009,19.0,3.7,0.0
7190,Rob Kurz,2009,3.9,0.5,0.0
7191,Ronny Turiaf,2009,5.9,2.1,0.0
7192,Stephen Jackson,2009,20.7,6.5,0.0
7193,Andris Biedriņš,2010,5.0,1.7,0.0
7194,Anthony Morrow,2010,13.0,1.5,0.0
7195,Anthony Randolph,2010,11.6,1.3,0.0
7196,Anthony Tolliver,2010,11.7,1.9,0.0
7197,C.J. Watson,2010,10.3,2.8,0.0
7198,Chris Hunter,2010,4.5,0.6,0.0
7199,Coby Karl,2010,4.0,2.1,0.0
7200,Corey Maggette,2010,19.8,2.5,0.0
7201,Devean George,2010,5.4,0.7,0.0
7202,Kelenna Azubuike,2010,13.9,1.1,0.0
7203,Mikki Moore,2010,5.0,1.6,0.0
7204,Monta Ellis,2010,25.5,5.3,0.0
7205,Raja Bell,2010,11.8,2.2,0.0
7206,Reggie Williams,2010,15.2,2.8,0.0
7207,Ronny Turiaf,2010,4.9,2.1,0.0
7184,DeMarcus Nelson,2009,4.1,1.0,0.0
7182,C.J. Watson,2009,9.5,2.7,0.0
7209,Vladimir Radmanović,2010,6.2,1.1,0.0
7181,Brandan Wright,2009,8.3,0.5,0.0
7158,Tyler Cavanaugh,2018,4.7,0.7,0.0
7159,Tyler Dorsey,2018,7.2,1.4,0.0
7160,Andrew Wiggins,2019,18.1,2.5,0.0
7161,Anthony Tolliver,2019,5.0,0.7,0.0
7162,C.J. Williams,2019,2.6,0.8,0.0
7163,Cameron Reynolds,2019,5.0,0.7,0.0
7164,Dario Šarić,2019,10.6,1.6,0.0
7165,Derrick Rose,2019,18.0,4.3,0.0
7166,Gorgui Dieng,2019,6.4,0.9,0.0
7167,Jared Terrell,2019,2.2,0.9,0.0
7168,Jeff Teague,2019,12.1,8.2,0.0
7169,Jerryd Bayless,2019,6.1,3.5,0.0
7170,Josh Okogie,2019,7.7,1.2,0.0
7171,Karl-Anthony Towns,2019,24.4,3.4,0.0
7172,Keita Bates-Diop,2019,5.0,0.6,0.0
7173,Luol Deng,2019,7.1,0.8,0.0
7174,Mitch Creek,2019,4.2,1.2,0.0
7175,Robert Covington,2019,13.3,1.3,0.0
7176,Taj Gibson,2019,10.8,1.2,0.0
7177,Tyus Jones,2019,6.9,4.8,0.0
7178,Andris Biedriņš,2009,11.9,2.0,0.0
7179,Anthony Morrow,2009,10.1,1.2,0.0
7180,Anthony Randolph,2009,7.9,0.8,0.0
7208,Stephen Curry,2010,17.5,5.9,0.0
7210,Andris Biedriņš,2012,1.7,0.3,0.0
7262,Eddie Basden,2006,2.1,0.4,0.0
7237,Mike Brown,1994,3.6,0.9,0.0
7239,Stanley Jackson,1994,2.2,0.9,0.0
7240,Tellis Frank,1994,2.8,0.9,0.0
7241,Thurl Bailey,1994,7.4,0.7,0.0
7242,Andrés Guibert,1995,2.6,0.6,0.0
7243,Askia Jones,1995,4.1,1.5,0.0
7244,Charles Shackleford,1995,4.5,0.4,0.0
7245,Chris Smith,1995,5.0,2.3,0.0
7246,Christian Laettner,1995,16.3,2.9,0.0
7247,Darrick Martin,1995,7.5,3.9,0.0
7248,Doug West,1995,12.9,2.6,0.0
7249,Greg Foster,1995,4.9,0.5,0.0
7250,Isaiah Rider,1995,20.4,3.3,0.0
7251,Micheal Williams,1995,6.0,3.0,0.0
7252,Mike Brown,1995,1.3,0.4,0.0
7253,Pat Durham,1995,5.1,0.9,0.0
7254,Sean Rooks,1995,10.9,1.2,0.0
7255,Stacey King,1995,5.3,0.5,0.0
7256,Tom Gugliotta,1995,12.7,3.6,0.0
7257,Winston Garland,1995,6.1,4.4,0.0
7258,Andrés Nocioni,2006,13.0,1.4,0.0
7259,Ben Gordon,2006,16.9,3.0,0.0
7260,Chris Duhon,2006,8.7,5.0,0.0
7261,Darius Songaila,2006,9.2,1.4,0.0
7238,Stacey King,1994,7.9,1.2,0.0
7236,Micheal Williams,1994,13.7,7.2,0.0
7211,Brandon Rush,2012,9.8,1.4,0.0
7235,Marlon Maxey,1994,4.5,0.2,0.0
7212,Charles Jenkins,2012,5.8,3.3,0.0
7213,Chris Wright,2012,2.9,0.2,0.0
7214,David Lee,2012,20.1,2.8,0.0
7215,Dominic McGuire,2012,3.5,1.7,0.0
7216,Dorell Wright,2012,10.3,1.5,0.0
7217,Earl Barron,2012,2.0,0.0,0.0
7218,Jeremy Tyler,2012,4.9,0.4,0.0
7219,Keith Benson,2012,0.0,0.0,0.0
7220,Klay Thompson,2012,12.5,2.0,0.0
7221,Kwame Brown,2012,6.3,0.4,0.0
7222,Mickell Gladness,2012,2.2,0.2,0.0
7223,Mikki Moore,2012,3.4,0.7,0.0
7224,Nate Robinson,2012,11.2,4.5,0.0
7225,Richard Jefferson,2012,9.2,1.4,0.0
7226,Stephen Curry,2012,14.7,5.3,0.0
7227,Andrés Guibert,1994,3.0,0.4,0.0
7228,Brian Davis,1994,1.9,0.3,0.0
7229,Chris Smith,1994,5.9,3.6,0.0
7230,Christian Laettner,1994,16.8,4.4,0.0
7231,Chuck Person,1994,11.6,2.4,0.0
7232,Corey Williams,1994,2.8,1.5,0.0
7233,Doug West,1994,14.7,2.4,0.0
7234,Isaiah Rider,1994,16.6,2.6,0.0
7377,Kevin Ollie,1998,3.5,1.9,0.0
7378,Mark Price,1998,9.5,4.7,0.0
7379,Nick Anderson,1998,15.3,2.1,0.0
7520,Antoine Walker,2004,14.0,4.5,0.0
7523,Eduardo Nájera,2004,3.0,0.4,0.0
7524,Josh Howard,2004,8.6,1.4,0.0
7525,Marquis Daniels,2004,8.5,2.1,0.0
7526,Michael Finley,2004,18.6,2.9,0.0
7527,Scott Williams,2004,4.6,0.4,0.0
7528,Shawn Bradley,2004,3.3,0.3,0.0
7529,Steve Nash,2004,14.5,8.8,0.0
7530,Tony Delk,2004,6.0,0.8,0.0
7531,Travis Best,2004,2.8,1.8,0.0
7532,Antawn Jamison,2005,19.6,2.3,0.0
7533,Anthony Peeler,2005,3.8,1.4,0.0
7534,Brendan Haywood,2005,9.4,0.8,0.0
7535,Damone Brown,2005,3.9,1.0,0.0
7536,Etan Thomas,2005,7.1,0.4,0.0
7538,Jared Jeffries,2005,6.8,2.0,0.0
7539,Jarvis Hayes,2005,10.2,1.7,0.0
7540,Juan Dixon,2005,8.0,1.8,0.0
7541,Kwame Brown,2005,7.0,0.9,0.0
7542,Laron Profit,2005,3.2,0.9,0.0
7543,Larry Hughes,2005,22.0,4.7,0.0
7544,Michael Ruffin,2005,1.4,0.8,0.0
7545,Peter John Ramos,2005,1.8,0.0,0.0
7546,Samaki Walker,2005,1.7,0.3,0.0
7521,Danny Fortson,2004,3.9,0.2,0.0
7519,Antawn Jamison,2004,14.8,0.9,0.0
7548,Antawn Jamison,2014,3.8,0.3,0.0
7518,Vladimir Radmanović,2004,12.0,1.8,0.0
7495,Jerome James,2003,5.4,0.5,0.0
7496,Joseph Forte,2003,1.4,0.6,0.0
7497,Kevin Ollie,2003,6.5,3.5,0.0
7498,Predrag Drobnjak,2003,9.4,1.0,0.0
7499,Rashard Lewis,2003,18.1,1.7,0.0
7500,Ray Allen,2003,22.5,4.4,0.0
7501,Reggie Evans,2003,3.2,0.5,0.0
7502,Ronald Murray,2003,1.9,0.4,0.0
7503,Vitaly Potapenko,2003,4.0,0.2,0.0
7504,Vladimir Radmanović,2003,10.1,1.3,0.0
7505,Ansu Sesay,2004,3.5,0.3,0.0
7506,Antonio Daniels,2004,8.0,4.2,0.0
7507,Brent Barry,2004,10.8,5.8,0.0
7508,Calvin Booth,2004,4.9,0.4,0.0
7509,Jerome James,2004,5.0,0.5,0.0
7510,Leon Smith,2004,2.0,0.0,0.0
7511,Luke Ridnour,2004,5.5,2.4,0.0
7512,Rashard Lewis,2004,17.8,2.2,0.0
7513,Ray Allen,2004,23.0,4.8,0.0
7514,Reggie Evans,2004,2.9,0.4,0.0
7515,Richie Frahm,2004,3.4,0.4,0.0
7516,Ronald Murray,2004,12.4,2.5,0.0
7517,Vitaly Potapenko,2004,7.1,0.8,0.0
7547,Steve Blake,2005,4.3,1.6,0.0
7551,Danny Granger,2014,8.2,1.0,0.0
7380,Spud Webb,1998,3.0,1.3,0.0
7578,Larry Nance Jr.,2018,8.7,1.2,0.0
7581,Rodney Hood,2018,14.7,1.6,0.0
7582,Tristan Thompson,2018,5.8,0.6,0.0
7583,Ante Žižić,2019,7.8,0.9,0.0
7584,Brandon Knight,2019,6.8,1.8,0.0
7585,Cameron Payne,2019,6.3,2.7,0.0
7586,Cedi Osman,2019,13.0,2.6,0.0
7587,Channing Frye,2019,3.6,0.6,0.0
7588,Collin Sexton,2019,16.7,3.0,0.0
7589,David Nwaba,2019,6.5,1.1,0.0
7590,Deng Adel,2019,1.7,0.3,0.0
7591,J.R. Smith,2019,6.7,1.9,0.0
7592,Jalen Jones,2019,5.1,0.4,0.0
7593,Jaron Blossomgame,2019,4.2,0.5,0.0
7594,John Holland,2019,0.0,0.0,0.0
7595,Jordan Clarkson,2019,16.8,2.4,0.0
7596,Kevin Love,2019,17.0,2.2,0.0
7597,Kobi Simmons,2019,0.0,0.0,0.0
7598,Larry Nance Jr.,2019,9.4,3.2,0.0
7599,Marquese Chriss,2019,4.2,0.5,0.0
7600,Matthew Dellavedova,2019,5.9,3.8,0.0
7601,Nik Stauskas,2019,5.9,1.2,0.0
7602,Tristan Thompson,2019,10.9,2.0,0.0
7603,Anthony Avent,1993,9.8,1.1,0.0
7580,London Perrantes,2018,0.5,0.4,0.0
7577,Kyle Korver,2018,9.2,1.2,0.0
7552,Darren Collison,2014,11.4,3.7,0.0
7576,Kevin Love,2018,17.6,1.7,0.0
7553,DeAndre Jordan,2014,10.4,0.9,0.0
7554,Glen Davis,2014,9.4,1.1,0.0
7555,Hedo Türkoğlu,2014,3.0,0.9,0.0
7556,J.J. Redick,2014,15.2,2.2,0.0
7557,Jamal Crawford,2014,18.6,3.2,0.0
7558,Jared Dudley,2014,6.9,1.4,0.0
7559,Maalik Wayns,2014,1.0,1.0,0.0
7560,Matt Barnes,2014,9.9,2.0,0.0
7561,Reggie Bullock,2014,2.7,0.3,0.0
7562,Ryan Hollins,2014,2.3,0.1,0.0
7563,Sasha Vujačić,2014,2.5,0.0,0.0
7564,Stephen Jackson,2014,1.7,0.6,0.0
7565,Willie Green,2014,5.0,0.9,0.0
7566,Ante Žižić,2018,3.7,0.2,0.0
7567,Cedi Osman,2018,3.9,0.7,0.0
7568,George Hill,2018,10.0,2.8,0.0
7569,Iman Shumpert,2018,4.4,1.2,0.0
7570,J.R. Smith,2018,8.3,1.8,0.0
7571,Jeff Green,2018,10.8,1.3,0.0
7572,John Holland,2018,2.3,0.2,0.0
7573,Jordan Clarkson,2018,13.9,2.7,0.0
7574,José Calderón,2018,4.5,2.1,0.0
7575,Kendrick Perkins,2018,3.0,2.0,0.0
7494,Elden Campbell,2003,6.1,0.9,0.0
7493,Calvin Booth,2003,2.9,0.3,0.0
7492,Brent Barry,2003,10.3,5.1,0.0
7409,Rodney Rogers,2000,13.8,2.1,0.0
7411,Toby Bailey,2000,3.5,0.7,0.0
7412,Todd Day,2000,6.8,1.1,0.0
7413,Tom Gugliotta,2000,13.7,2.3,0.0
7414,Anfernee Hardaway,2001,9.8,3.8,0.0
7415,Chris Dudley,2001,1.4,0.3,0.0
7416,Clifford Robinson,2001,16.4,2.9,0.0
7417,Daniel Santiago,2001,3.1,0.2,0.0
7418,Elliot Perry,2001,3.0,1.6,0.0
7419,Jake Tsakalidis,2001,4.5,0.3,0.0
7421,Mario Elie,2001,4.4,1.9,0.0
7422,Rodney Rogers,2001,12.2,2.2,0.0
7423,Shawn Marion,2001,17.3,2.0,0.0
7424,Tom Gugliotta,2001,6.4,1.0,0.0
7425,Tony Delk,2001,12.3,2.0,0.0
7426,Vinny Del Negro,2001,3.9,1.9,0.0
7427,Anfernee Hardaway,2006,2.5,2.0,0.0
7428,Channing Frye,2006,12.3,0.8,0.0
7429,David Lee,2006,5.1,0.6,0.0
7430,Eddy Curry,2006,13.6,0.3,0.0
7431,Ime Udoka,2006,2.8,0.8,0.0
7432,Jackie Butler,2006,5.3,0.5,0.0
7433,Jalen Rose,2006,12.3,2.5,0.0
7434,Jamal Crawford,2006,14.3,3.8,0.0
7410,Shawn Marion,2000,10.2,1.4,0.0
7408,Rex Chapman,2000,6.6,1.2,0.0
7491,Ansu Sesay,2003,2.1,0.5,0.0
7407,Randy Livingston,2000,4.8,2.2,0.0
7382,B.J. Armstrong,1999,3.3,1.9,0.0
7383,Bo Outlaw,1999,6.5,1.8,0.0
7384,Danny Schayes,1999,1.5,0.2,0.0
7386,Derek Strong,1999,5.1,0.4,0.0
7387,Dominique Wilkins,1999,5.0,0.6,0.0
7388,Gerald Wilkins,1999,0.7,0.3,0.0
7389,Horace Grant,1999,8.9,1.8,0.0
7390,Isaac Austin,1999,9.7,1.8,0.0
7391,Jonathan Kerner,1999,0.0,0.0,0.0
7392,Kevin Ollie,1999,1.6,0.4,0.0
7393,Matt Harpring,1999,8.2,0.9,0.0
7394,Michael Doleac,1999,6.2,0.4,0.0
7395,Miles Simon,1999,0.4,0.0,0.0
7396,Nick Anderson,1999,14.9,1.9,0.0
7397,Anfernee Hardaway,2000,16.9,5.3,0.0
7398,Ben Davis,2000,0.8,0.4,0.0
7399,Clifford Robinson,2000,18.5,2.8,0.0
7400,Corie Blount,2000,2.8,0.3,0.0
7401,Don MacLean,2000,2.6,0.5,0.0
7403,Kevin Johnson,2000,6.7,4.0,0.0
7404,Luc Longley,2000,6.3,1.1,0.0
7405,Mark West,2000,0.7,0.1,0.0
7406,Oliver Miller,2000,6.3,1.3,0.0
7435,Jerome James,2006,3.0,0.3,0.0
7436,Malik Rose,2006,4.4,0.9,0.0
7437,Maurice Taylor,2006,6.3,0.8,0.0
7438,Nate Robinson,2006,9.3,2.0,0.0
7467,Harry Giles,2021,2.8,0.8,0.0
7468,Jusuf Nurkić,2021,11.5,3.4,0.0
7469,Keljin Blevins,2021,0.7,0.2,0.0
7470,Nassir Little,2021,4.6,0.5,0.0
7471,Norman Powell,2021,18.6,1.9,0.0
7472,Robert Covington,2021,8.5,1.7,0.0
7473,Rondae Hollis-Jefferson,2021,2.5,1.2,0.0
7474,T.J. Leaf,2021,1.7,0.1,0.0
7475,Ansu Sesay,2002,6.4,0.9,0.0
